,Bowler,Country,No. of Matches Bowled In,Total Wickets,Total Balls Bowled,Total Runs Conceded,Bowling Average,Economy Rate,Strike Rate,Balls Bowled per Match,Wickets per Match
1882,Sikandar Raza,Zimbabwe,53,36,816,977,27.13888889,7.183823529,22.66666667,15.39622642,0.679245283
1883,Sikander Zulfiqar,Netherlands,5,2,42,56,28,8,21,8.4,0.4
1884,Sikder Billah,Bahrain,3,2,34,36,18,6.352941176,17,11.33333333,0.666666667
1885,Simi Singh,Ireland,49,39,905,1131,29,7.498342541,23.20512821,18.46938776,0.795918367
1886,Sirajullah Khadim,Portugal,15,23,315,273,11.86956522,5.2,13.69565217,21,1.533333333
1887,Sohag Gazi,Bangladesh,8,4,168,240,60,8.571428571,42,21,0.5
1888,Sohaib Maqsood,Pakistan,1,0,6,12,0,12,0,6,0
1889,Sohail Ahmad,Croatia,6,2,60,135,67.5,13.5,30,10,0.333333333
1890,Sohail Khan,Pakistan,4,5,84,116,23.2,8.285714286,16.8,21,1.25
1891,Sohail Tanvir,Pakistan,52,48,1100,1315,27.39583333,7.172727273,22.91666667,21.15384615,0.923076923
1892,Sohel Patel,Panama,4,4,66,59,14.75,5.363636364,16.5,16.5,1
1893,Sompal Kami,Nepal,37,34,709,796,23.41176471,6.736248237,20.85294118,19.16216216,0.918918919
1894,Soumya Sarkar,Bangladesh,24,11,264,417,37.90909091,9.477272727,24,11,0.458333333
1895,Sufyan Mehmood,Oman,5,2,63,71,35.5,6.761904762,31.5,12.6,0.4
1896,Suhrawadi Shuvo,Bangladesh,1,0,6,12,0,12,0,6,0
1897,Sukhkaran Sahi,Romania,3,1,33,54,54,9.818181818,33,11,0.333333333
1898,Sulaiman Ali,Bulgaria,9,6,112,181,30.16666667,9.696428571,18.66666667,12.44444444,0.666666667
1899,Sulaimon Runsewe,Nigeria,2,2,15,23,11.5,9.2,7.5,7.5,1
1900,Sultan Ahmed,United Arab Emirates,21,18,423,394,21.88888889,5.588652482,23.5,20.14285714,0.857142857
1901,Suman Ghimire,Portugal,3,2,48,69,34.5,8.625,24,16,0.666666667
1902,Surinder Singh,Philippines,4,4,72,125,31.25,10.41666667,18,18,1
1903,Surya Anand,Denmark,19,13,355,321,24.69230769,5.425352113,27.30769231,18.68421053,0.684210526
1904,Syazrul Idrus,Malaysia,21,41,414,462,11.26829268,6.695652174,10.09756098,19.71428571,1.952380952
1905,Syed Amanullah,Greece,1,1,6,9,9,9,6,6,1
1906,Syed Aziz,Malaysia,21,12,341,506,42.16666667,8.903225806,28.41666667,16.23809524,0.571428571
1907,Syed Maisam Ali,Portugal,5,6,85,88,14.66666667,6.211764706,14.16666667,17,1.2
1908,Syed Rasel,Bangladesh,8,4,174,202,50.5,6.965517241,43.5,21.75,0.5
1909,T Bukenya,Uganda,1,0,24,41,0,10.25,0,24,0
1910,T Cross,Estonia,1,0,12,9,0,4.5,0,12,0
1911,T Filer,Estonia,2,3,26,25,8.333333333,5.769230769,8.666666667,13,1.5
1912,T Henderson,South Africa,1,0,24,31,0,7.75,0,24,0
1913,T Hewa,Cayman Islands,2,0,18,21,0,7,0,9,0
1914,T Jamtsho,Bhutan,8,4,109,166,41.5,9.137614679,27.25,13.625,0.5
1915,T Kahamker,Israel,2,4,36,40,10,6.666666667,9,18,2
1916,T Kamungozi,Zimbabwe,1,0,12,17,0,8.5,0,12,0
1917,T Lungameni,Namibia,15,12,252,297,24.75,7.071428571,21,16.8,0.8
1918,T Mishra,Kenya,1,0,6,8,0,8,0,6,0
1919,T Munyonga,Zimbabwe,1,0,6,3,0,3,0,6,0
1920,T Mupariwa,Zimbabwe,2,1,30,45,45,9,30,15,0.5
1921,T Muzarabani,Zimbabwe,9,6,180,280,46.66666667,9.333333333,30,20,0.666666667
1922,T Natarajan,India,4,7,96,122,17.42857143,7.625,13.71428571,24,1.75
1923,T Nightingale,Guernsey,7,3,102,132,44,7.764705882,34,14.57142857,0.428571429
1924,T Panyangara,Zimbabwe,14,20,303,398,19.9,7.881188119,15.15,21.64285714,1.428571429
1925,T Parima,Cook Islands,1,0,12,27,0,13.5,0,12,0
1926,T Perera,Botswana,2,0,18,37,0,12.33333333,0,9,0
1927,T Rajiv,Seychelles,1,0,6,16,0,16,0,6,0
1928,T Ritawa,Cook Islands,5,8,72,95,11.875,7.916666667,9,14.4,1.6
1929,T Rossi,Argentina,10,11,146,178,16.18181818,7.315068493,13.27272727,14.6,1.1
1930,T Shamsi,South Africa,61,72,1312,1594,22.13888889,7.289634146,18.22222222,21.50819672,1.180327869
1931,T Shanmugam,Seychelles,1,1,12,22,22,11,12,12,1
1932,T Singye,Bhutan,2,1,36,65,65,10.83333333,36,18,0.5
1933,T Stubbs,South Africa,1,0,6,20,0,20,0,6,0
1934,T Taibu,Zimbabwe,2,0,24,41,0,10.25,0,12,0
1935,T Taylor,Cayman Islands,7,6,114,127,21.16666667,6.684210526,19,16.28571429,0.857142857
1936,T Thushara,Sri Lanka,5,6,114,160,26.66666667,8.421052632,19,22.8,1.2
1937,T Tshose,Botswana,13,9,213,222,24.66666667,6.253521127,23.66666667,16.38461538,0.692307692
1938,T Turan,Turkey,1,0,5,4,0,4.8,0,5,0
1939,T Ulutuna,Turkey,1,0,6,6,0,6,0,6,0
1940,T Vanuarua,Cook Islands,5,5,102,113,22.6,6.647058824,20.4,20.4,1
1941,T Wangchuk,Bhutan,7,3,102,137,45.66666667,8.058823529,34,14.57142857,0.428571429
1942,T Yotharat,Thailand,3,2,30,43,21.5,8.6,15,10,0.666666667
1943,T Zotos,Greece,2,2,24,25,12.5,6.25,12,12,1
1944,T van der Gugten,Netherlands,39,40,725,896,22.4,7.415172414,18.125,18.58974359,1.025641026
1945,TA Boult,New Zealand,53,69,1215,1592,23.07246377,7.861728395,17.60869565,22.9245283,1.301886792
1946,TAM Siriwardana,Sri Lanka,13,8,138,206,25.75,8.956521739,17.25,10.61538462,0.615384615
1947,TAW Patterson,Belize,1,0,12,31,0,15.5,0,12,0
1948,TB Sole,Scotland,5,4,102,111,27.75,6.529411765,25.5,20.4,0.8
1949,TC Vine,Spain,7,5,102,138,27.6,8.117647059,20.4,14.57142857,0.714285714
1950,TCW Veillard,Guernsey,3,2,72,78,39,6.5,36,24,0.666666667
1951,TD Astle,New Zealand,5,7,78,116,16.57142857,8.923076923,11.14285714,15.6,1.4
1952,TD Chaoana,Lesotho,9,4,154,197,49.25,7.675324675,38.5,17.11111111,0.444444444
1953,TE Kane,Ireland,4,6,73,116,19.33333333,9.534246575,12.16666667,18.25,1.5
1954,TG Southee,New Zealand,99,124,2207,2950,23.79032258,8.019936565,17.7983871,22.29292929,1.252525253
1955,TG Thamae,Lesotho,5,5,72,103,20.6,8.583333333,14.4,14.4,1
1956,TGJ Gruijters,Netherlands,5,3,72,74,24.66666667,6.166666667,24,14.4,0.6
1957,TH David,Singapore,11,4,164,255,63.75,9.329268293,41,14.90909091,0.363636364
1958,TJ Murtagh,Ireland,12,13,244,299,23,7.352459016,18.76923077,20.33333333,1.083333333
1959,TJ Stephenson,Belize,3,2,36,40,20,6.666666667,18,12,0.666666667
1960,TJG Pringle,Netherlands,13,7,246,240,34.28571429,5.853658537,35.14285714,18.92307692,0.538461538
1961,TK Curran,England,28,28,576,877,31.32142857,9.135416667,20.57142857,20.57142857,1
1962,TK Lal,Czech Republic,7,7,168,169,24.14285714,6.035714286,24,24,1
1963,TK Patel,United States of America,5,9,108,127,14.11111111,7.055555556,12,21.6,1.8
1964,TL Best,West Indies,6,6,120,154,25.66666667,7.7,20,20,1
1965,TL Chatara,Zimbabwe,47,54,1046,1233,22.83333333,7.072657744,19.37037037,22.25531915,1.14893617
1966,TL Chivanga,Zimbabwe,3,0,39,74,0,11.38461538,0,13,0
1967,TLW Cooper,Netherlands,10,3,108,132,44,7.333333333,36,10.8,0.3
1968,TM Dilshan,Sri Lanka,25,9,258,313,34.77777778,7.279069767,28.66666667,10.32,0.36
1969,TM Head,Australia,4,1,36,56,56,9.333333333,36,9,0.25
1970,TM Macalou,Mali,4,5,41,56,11.2,8.195121951,8.2,10.25,1.25
1971,TM Odoyo,Kenya,7,10,150,125,12.5,5,15,21.42857143,1.428571429
1972,TO Carmichael,United States of America,2,0,36,43,0,7.166666667,0,18,0
1973,TP Allen,United States of America,1,1,12,11,11,5.5,12,12,1
1974,TS Braat,Netherlands,4,4,72,122,30.5,10.16666667,18,18,1
1975,TS Chisoro,Zimbabwe,14,12,318,368,30.66666667,6.943396226,26.5,22.71428571,0.857142857
1976,TS Mills,England/ICC World XI,13,12,268,374,31.16666667,8.373134328,22.33333333,20.61538462,0.923076923
1977,TS Waqavakatoga,Fiji,5,5,90,103,20.6,6.866666667,18,18,1
1978,TT Bresnan,England,31,23,609,806,35.04347826,7.9408867,26.47826087,19.64516129,0.741935484
1979,TW Samuels,Belize,3,0,30,52,0,10.4,0,10,0
1980,Tafseer Ali,Norway,3,1,24,37,37,9.25,24,8,0.333333333
1981,Taher Muhammad,Slovenia,4,2,54,73,36.5,8.111111111,27,13.5,0.5
1982,Taijul Islam,Bangladesh,2,1,42,58,58,8.285714286,42,21,0.5
1983,Talha Khan,Germany,1,0,1,1,0,6,0,1,0
1984,Tamoor Sajjad,Qatar,6,4,125,154,38.5,7.392,31.25,20.83333333,0.666666667
1985,Tanveer Ahmed,Hong Kong,5,3,81,116,38.66666667,8.592592593,27,16.2,0.6
1986,Tanvir Ahmed,Pakistan,1,1,18,13,13,4.333333333,18,18,1
1987,Tanvir Islam,Bangladesh,1,1,12,17,17,8.5,12,12,1
1988,Tanwir Afzal,Hong Kong,20,18,402,469,26.05555556,7,22.33333333,20.1,0.9
1989,Tanzeel Sheikh,Kenya,2,0,24,19,0,4.75,0,12,0
1990,Taranjeet Singh,Romania,23,27,462,517,19.14814815,6.714285714,17.11111111,20.08695652,1.173913043
1991,Tariq Aziz,Portugal,3,6,72,60,10,5,12,24,2
1992,Tarun Yadav,Bulgaria,3,2,23,21,10.5,5.47826087,11.5,7.666666667,0.666666667
1993,Tasaduq Hussain,Sweden,3,2,54,64,32,7.111111111,27,18,0.666666667
1994,Tashi Phuntsho,Bhutan,4,6,66,59,9.833333333,5.363636364,11,16.5,1.5
1995,Taskin Ahmed,Bangladesh,52,50,1096,1411,28.22,7.724452555,21.92,21.07692308,0.961538462
1996,Tauqeer Hussain,Spain,4,4,51,50,12.5,5.882352941,12.75,12.75,1
1997,Tejwinder Singh,Cyprus,10,12,215,220,18.33333333,6.139534884,17.91666667,21.5,1.2
1998,Tenjin Rabgey,Bhutan,1,1,18,10,10,3.333333333,18,18,1
1999,Thuya Aung,Myanmar,4,5,92,68,13.6,4.434782609,18.4,23,1.25
2000,Tian Sen Qun,China,4,2,71,86,43,7.267605634,35.5,17.75,0.5
2001,Tilak Varma,India,1,1,12,17,17,8.5,12,12,1
2002,U Aryaman Sunil,Singapore,22,16,402,624,39,9.313432836,25.125,18.27272727,0.727272727
2003,U Bhatti,Canada,2,1,30,39,39,7.8,30,15,0.5
2004,U Shahid,France,4,4,74,76,19,6.162162162,18.5,18.5,1
2005,U Sofi,Samoa,2,0,18,43,0,14.33333333,0,9,0
2006,UKPW Kumaranayaka,Kuwait,3,1,60,72,72,7.2,60,20,0.333333333
2007,UT Yadav,India,9,11,180,280,25.45454545,9.333333333,16.36363636,20,1.222222222
2008,UWMBCA Welegedara,Sri Lanka,2,1,36,61,61,10.16666667,36,18,0.5
2009,Umair Ali,United Arab Emirates,2,1,24,28,28,7,24,12,0.5
2010,Umair Qasim,Swaziland/Eswatini,10,9,183,231,25.66666667,7.573770492,20.33333333,18.3,0.9
2011,Umair Tariq,Austria,9,3,89,163,54.33333333,10.98876404,29.66666667,9.888888889,0.333333333
2012,Umar Adam,Maldives,14,22,276,290,13.18181818,6.304347826,12.54545455,19.71428571,1.571428571
2013,Umar Gul,Pakistan,53,74,1038,1264,17.08108108,7.306358382,14.02702703,19.58490566,1.396226415
2014,Umran Malik,India,8,11,139,244,22.18181818,10.5323741,12.63636364,17.375,1.375
2015,Usman Ali,Saudi Arabia,1,0,18,36,0,12,0,18,0
2016,Usman Arif,Norway,5,5,66,94,18.8,8.545454545,13.2,13.2,1
2017,Usman Khan,France,11,16,206,212,13.25,6.174757282,12.875,18.72727273,1.454545455
2018,Usman Najeeb,Saudi Arabia,5,8,120,152,19,7.6,15,24,1.6
2019,Usman Qadir,Pakistan,19,27,402,547,20.25925926,8.164179104,14.88888889,21.15789474,1.421052632
2020,Usman Shinwari,Pakistan,16,13,306,424,32.61538462,8.31372549,23.53846154,19.125,0.8125
2021,V Ateak,Ghana,3,2,66,94,47,8.545454545,33,22,0.666666667
2022,V Balakrishnan,Botswana,4,2,23,28,14,7.304347826,11.5,5.75,0.5
2023,V Baskaran,Singapore,31,28,575,706,25.21428571,7.366956522,20.53571429,18.5483871,0.903225806
2024,V Ganesan,Germany,28,18,444,430,23.88888889,5.810810811,24.66666667,15.85714286,0.642857143
2025,V Hampihallikar,Singapore,5,0,54,99,0,11,0,10.8,0
2026,V Jayant,Lesotho,2,0,17,46,0,16.23529412,0,8.5,0
2027,V Kohli,India,13,4,152,204,51,8.052631579,38,11.69230769,0.307692308
2028,V Mitari,Rwanda,12,12,198,218,18.16666667,6.606060606,16.5,16.5,1
2029,V Permaul,West Indies,1,0,3,8,0,16,0,3,0
2030,V Pulibanti,Croatia,1,1,12,15,15,7.5,12,12,1
2031,V Ravindran,Hungary,1,2,21,6,3,1.714285714,10.5,21,2
2032,V Saini,Romania,31,19,564,708,37.26315789,7.531914894,29.68421053,18.19354839,0.612903226
2033,V Sehwag,India,1,0,6,20,0,20,0,6,0
2034,V Shankar,India,6,5,126,191,38.2,9.095238095,25.2,21,0.833333333
2035,V Vijh,Luxembourg,23,21,438,601,28.61904762,8.232876712,20.85714286,19.04347826,0.913043478
2036,V Zanko,Croatia,4,3,33,44,14.66666667,8,11,8.25,0.75
2037,V Zimonjic,Serbia,17,16,331,373,23.3125,6.761329305,20.6875,19.47058824,0.941176471
2038,VC Ahir,Panama,2,0,36,53,0,8.833333333,0,18,0
2039,VD Adewoye,Nigeria,7,7,102,134,19.14285714,7.882352941,14.57142857,14.57142857,1
2040,VD Philander,South Africa,6,4,83,114,28.5,8.240963855,20.75,13.83333333,0.666666667
2041,VJ Kingma,Netherlands,6,4,124,203,50.75,9.822580645,31,20.66666667,0.666666667
2042,VL Mukesh,Seychelles,4,0,48,64,0,8,0,12,0
2043,VM Nyauchi,Zimbabwe,2,2,42,66,33,9.428571429,21,21,1
2044,VM Vaghela,United States of America,2,4,36,28,7,4.666666667,9,18,2
2045,VN Veetil,Qatar,5,2,102,137,68.5,8.058823529,51,20.4,0.4
2046,VP Thamotharam,Malta,30,22,439,581,26.40909091,7.940774487,19.95454545,14.63333333,0.733333333
2047,VR Iyer,India,4,5,55,75,15,8.181818182,11,13.75,1.25
2048,VS Padhaal,Finland,1,0,6,12,0,12,0,6,0
2049,Vichanath Singh,Thailand,11,6,213,204,34,5.746478873,35.5,19.36363636,0.545454545
2050,Vimal Kumar,Philippines,1,0,18,35,0,11.66666667,0,18,0
2051,Vinay Ravi,Norway,15,7,260,260,37.14285714,6,37.14285714,17.33333333,0.466666667
2052,Virandeep Singh,Malaysia,29,21,404,382,18.19047619,5.673267327,19.23809524,13.93103448,0.724137931
2053,Vishil Patel,Kenya,5,8,108,120,15,6.666666667,13.5,21.6,1.6
2054,Vraj Patel,Kenya,26,46,575,458,9.956521739,4.779130435,12.5,22.11538462,1.769230769
2055,W Barresi,Netherlands,2,2,28,38,19,8.142857143,14,14,1
2056,W Behr,Germany,6,7,108,107,15.28571429,5.944444444,15.42857143,18,1.166666667
2057,W Kokaua,Cook Islands,4,6,60,105,17.5,10.5,10,15,1.5
2058,W Madhevere,Zimbabwe,27,12,306,361,30.08333333,7.078431373,25.5,11.33333333,0.444444444
2059,W Nalisa,Vanuatu,14,13,288,351,27,7.3125,22.15384615,20.57142857,0.928571429
2060,W Peatfield,Guernsey,15,20,318,277,13.85,5.226415094,15.9,21.2,1.333333333
2061,W Uisuk,Thailand,2,0,24,45,0,11.25,0,12,0
2062,W Viraliliu,Vanuatu,5,1,66,105,105,9.545454545,66,13.2,0.2
2063,WAE Burton,Serbia,5,7,78,120,17.14285714,9.230769231,11.14285714,15.6,1.4
2064,WB Rankin,Ireland/England,47,51,1038,1183,23.19607843,6.838150289,20.35294118,22.08510638,1.085106383
2065,WD Parnell,South Africa,53,55,1058,1476,26.83636364,8.370510397,19.23636364,19.96226415,1.037735849
2066,WJ Cope,Luxembourg,16,15,294,372,24.8,7.591836735,19.6,18.375,0.9375
2067,WJ Malinda,Maldives,2,1,30,39,39,7.8,30,15,0.5
2068,WJR Robertson,Jersey,1,0,18,6,0,2,0,18,0
2069,WK Bitis,Croatia,4,3,78,111,37,8.538461538,26,19.5,0.75
2070,WK McCallan,Ireland,6,8,119,137,17.125,6.907563025,14.875,19.83333333,1.333333333
2071,WP Masakadza,Zimbabwe,39,33,738,871,26.39393939,7.081300813,22.36363636,18.92307692,0.846153846
2072,WPUJC Vaas,Sri Lanka,6,6,132,128,21.33333333,5.818181818,22,22,1
2073,WT Gavera,Papua New Guinea,6,5,102,113,22.6,6.647058824,20.4,17,0.833333333
2074,WT Mashinge,Zimbabwe,2,1,30,57,57,11.4,30,15,0.5
2075,Wafadar Momand,Afghanistan,1,0,13,30,0,13.84615385,0,13,0
2076,Wahab Riaz,Pakistan,35,33,710,971,29.42424242,8.205633803,21.51515152,20.28571429,0.942857143
2077,Waheed Ahmed,United Arab Emirates,12,6,186,218,36.33333333,7.032258065,31,15.5,0.5
2078,Wahidullah Sahak,Norway,8,8,135,172,21.5,7.644444444,16.875,16.875,1
2079,Waleed Rana,Italy,3,3,40,57,19,8.55,13.33333333,13.33333333,1
2080,Walid Ghauri,Norway,3,2,41,49,24.5,7.170731707,20.5,13.66666667,0.666666667
2081,Wang Qi,China,4,4,61,48,12,4.721311475,15.25,15.25,1
2082,Waqar Abbasi,Romania,2,2,48,49,24.5,6.125,24,24,1
2083,Waqar Ali,Cyprus,3,6,66,53,8.833333333,4.818181818,11,22,2
2084,Waqas Ahmad,Malta,15,22,345,413,18.77272727,7.182608696,15.68181818,23,1.466666667
2085,Waqas Barkat,Hong Kong,15,6,188,247,41.16666667,7.882978723,31.33333333,12.53333333,0.4
2086,Waqas Khan,Hong Kong,1,0,6,12,0,12,0,6,0
2087,Waqas Maqsood,Pakistan,1,2,11,21,10.5,11.45454545,5.5,11,2
2088,Waseem Muhammad,United Arab Emirates,4,4,34,42,10.5,7.411764706,8.5,8.5,1
2089,Waseem Yaqoob,Lesotho,4,5,72,117,23.4,9.75,14.4,18,1.25
2090,Waseeq Ahmed,Bahrain,13,14,258,301,21.5,7,18.42857143,19.84615385,1.076923077
2091,Washeem Abbas,Malta,35,52,789,993,19.09615385,7.551330798,15.17307692,22.54285714,1.485714286
2092,Washington Sundar,India,33,26,678,809,31.11538462,7.159292035,26.07692308,20.54545455,0.787878788
2093,Wasim Ali,Oman,2,0,36,34,0,5.666666667,0,18,0
2094,XJ Doherty,Australia,11,10,228,300,30,7.894736842,22.8,20.72727273,0.909090909
2095,Y Cariah,West Indies,2,1,36,43,43,7.166666667,36,18,0.5
2096,YA Abdulla,South Africa,2,2,42,44,22,6.285714286,21,21,1
2097,YBK Jaiswal,India,1,0,6,11,0,11,0,6,0
2098,YK Pathan,India,17,12,305,438,36.5,8.616393443,25.41666667,17.94117647,0.705882353
2099,YM Nkanya,Tanzania,21,33,441,358,10.84848485,4.870748299,13.36363636,21,1.571428571
2100,YS Chahal,India,75,90,1674,2256,25.06666667,8.086021505,18.6,22.32,1.2
2101,YSD Seneveratne,Cayman Islands,3,0,18,29,0,9.666666667,0,6,0
2102,YYM Jakda,Lesotho,9,9,167,258,28.66666667,9.269461078,18.55555556,18.55555556,1
2103,Yadwinder Singh,Hungary,1,0,12,2,0,1,0,12,0
2104,Yair Nagavkar,Israel,3,4,63,61,15.25,5.80952381,15.75,21,1.333333333
2105,Yamin Ahmadzai,Afghanistan,1,3,24,34,11.33333333,8.5,8,24,3
2106,Yash Singh,Malta,6,5,108,142,28.4,7.888888889,21.6,18,0.833333333
2107,Yash Talati,Kenya,1,3,24,8,2.666666667,2,8,24,3
2108,Yasim Murtaza,Hong Kong,14,10,294,294,29.4,6,29.4,21,0.714285714
2109,Yasin Patel,Kuwait,6,7,132,130,18.57142857,5.909090909,18.85714286,22,1.166666667
2110,Yasir Ali,Spain,21,24,395,389,16.20833333,5.908860759,16.45833333,18.80952381,1.142857143
2111,Yasir Arafat,Pakistan,12,15,212,277,18.46666667,7.839622642,14.13333333,17.66666667,1.25
2112,Yasir Mehmood,Cyprus,4,4,72,83,20.75,6.916666667,18,18,1
2113,Yasir Mohammad,United States of America,3,3,66,85,28.33333333,7.727272727,22,22,1
2114,Yasir Shah,Pakistan,2,0,24,39,0,9.75,0,12,0
2115,Yin Chenhao,China,1,0,6,5,0,5,0,6,0
2116,Younis Khan,Pakistan,1,3,22,18,6,4.909090909,7.333333333,22,3
2117,Yousuf Ali,Qatar,1,0,6,15,0,15,0,6,0
2118,Yusuf Ebrahim,Panama,3,1,30,54,54,10.8,30,10,0.333333333
2119,Yuvraj Singh,India,30,28,418,486,17.35714286,6.976076555,14.92857143,13.93333333,0.933333333
2120,Z Abbasi,Botswana,2,1,24,16,16,4,24,12,0.5
2121,Z Bimenyimana,Rwanda,26,28,482,567,20.25,7.058091286,17.21428571,18.53846154,1.076923077
2122,Z Burgess,Bermuda,6,7,126,123,17.57142857,5.857142857,18,21,1.166666667
2123,Z Groenewald,Namibia,10,8,168,163,20.375,5.821428571,21,16.8,0.8
2124,Z Hoque,Thailand,7,4,126,122,30.5,5.80952381,31.5,18,0.571428571
2125,Z Khan,India,17,17,352,448,26.35294118,7.636363636,20.70588235,20.70588235,1
2126,Z McLaughlin,Cayman Islands,3,2,43,54,27,7.534883721,21.5,14.33333333,0.666666667
2127,Z Simpson,Gibraltar,1,2,17,32,16,11.29411765,8.5,17,2
2128,ZE Matsinhe,Mozambique,5,1,72,89,89,7.416666667,72,14.4,0.2
2129,ZK Shem,Vanuatu,2,1,30,61,61,12.2,30,15,0.5
2130,ZR Jaboneke,Tanzania,1,0,6,8,0,8,0,6,0
2131,Zafer Durmaz,Turkey,1,0,12,10,0,5,0,12,0
2132,Zaheer Ibrahim,Qatar,2,0,7,4,0,3.428571429,0,3.5,0
2133,Zaheer Maqsood,United Arab Emirates,3,1,54,80,80,8.888888889,54,18,0.333333333
2134,Zahid Abbas,Kenya,2,1,30,32,32,6.4,30,15,0.5
2135,Zahid Hussain,Canada,3,3,57,47,15.66666667,4.947368421,19,19,1
2136,Zahid Khan,Sierra Leone,6,1,72,98,98,8.166666667,72,12,0.166666667
2137,Zahid Mahmood,Pakistan,1,3,24,40,13.33333333,10,8,24,3
2138,Zahid Zadran,Germany,3,1,66,112,112,10.18181818,66,22,0.333333333
2139,Zahir Khan,Afghanistan,1,0,6,14,0,14,0,6,0
2140,Zahir Mohammed,Hungary,1,0,6,23,0,23,0,6,0
2141,Zahoor Khan,United Arab Emirates,39,47,853,974,20.72340426,6.851113716,18.14893617,21.87179487,1.205128205
2142,Zain Ahmad,France,8,10,138,140,14,6.086956522,13.8,17.25,1.25
2143,Zain Ul Abidin,Saudi Arabia,7,5,144,144,28.8,6,28.8,20.57142857,0.714285714
2144,Zaker Taqawi,Sweden,10,23,195,187,8.130434783,5.753846154,8.47826087,19.5,2.3
2145,Zaman Khan,Pakistan,5,4,99,98,24.5,5.939393939,24.75,19.8,0.8
2146,Zamir Khan,Afghanistan,1,1,24,26,26,6.5,24,24,1
2147,Zawar Farid,United Arab Emirates,10,6,162,216,36,8,27,16.2,0.6
2148,Zeerak Chughtai,Bulgaria,2,3,36,35,11.66666667,5.833333333,12,18,1.5
2149,Zeeshan Abbas,Bahrain,2,1,30,45,45,9,30,15,0.5
2150,Zeeshan Kukikhel,Hungary,8,11,181,231,21,7.657458564,16.45454545,22.625,1.375
2151,Zeeshan Maqsood,Oman,35,30,648,693,23.1,6.416666667,21.6,18.51428571,0.857142857
2152,Ziaur Rahman,Bangladesh/Afghanistan,5,4,72,105,26.25,8.75,18,14.4,0.8
2153,Zohaib Sarwar,Portugal,9,6,133,190,31.66666667,8.571428571,22.16666667,14.77777778,0.666666667
2154,Zulfiqar Babar,Pakistan,5,8,114,135,16.875,7.105263158,14.25,22.8,1.6
2155,Zulqarnain Haider,Spain,6,5,96,78,15.6,4.875,19.2,16,0.833333333
